CWE_ID,Name,Description,URL
827,Improper Control of Document Type Definition,"The product does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the product to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker.",https://cwe.mitre.org/data/definitions/827.html
828,Signal Handler with Functionality that is not Asynchronous-Safe,"The product defines a signal handler that contains code sequences that are not asynchronous-safe, i.e., the functionality is not reentrant, or it can be interrupted.",https://cwe.mitre.org/data/definitions/828.html
829,Inclusion of Functionality from Untrusted Control Sphere,"The product imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.",https://cwe.mitre.org/data/definitions/829.html
83,Improper Neutralization of Script in Attributes in a Web Page,"The product does not neutralize or incorrectly neutralizes ""javascript:"" or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style.",https://cwe.mitre.org/data/definitions/83.html
830,Inclusion of Web Functionality from an Untrusted Source,"The product includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the product, potentially granting total access and control of the product to the untrusted source.",https://cwe.mitre.org/data/definitions/830.html
831,Signal Handler Function Associated with Multiple Signals,The product defines a function that is used as a handler for more than one signal.,https://cwe.mitre.org/data/definitions/831.html
832,Unlock of a Resource that is not Locked,The product attempts to unlock a resource that is not locked.,https://cwe.mitre.org/data/definitions/832.html
833,Deadlock,"The product contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock.",https://cwe.mitre.org/data/definitions/833.html
835,Loop with Unreachable Exit Condition ('Infinite Loop'),"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop.",https://cwe.mitre.org/data/definitions/835.html
836,Use of Password Hash Instead of Password for Authentication,"The product records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store.",https://cwe.mitre.org/data/definitions/836.html
837,"Improper Enforcement of a Single, Unique Action","The product requires that an actor should only be able to perform an action once, or to have only one unique action, but the product does not enforce or improperly enforces this restriction.",https://cwe.mitre.org/data/definitions/837.html
838,Inappropriate Encoding for Output Context,"The product uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component.",https://cwe.mitre.org/data/definitions/838.html
839,Numeric Range Comparison Without Minimum Check,"The product checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum.",https://cwe.mitre.org/data/definitions/839.html
84,Improper Neutralization of Encoded URI Schemes in a Web Page,The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.,https://cwe.mitre.org/data/definitions/84.html
